Atleta,Pontos,Media,Preco atual,Preco var,FS,PE,A,FT,FD,FF,G,I,PP,RB,FC,GC,CA,CV,SG,DD,DP,GS
36612,-0.1,2.18,13.82,-0.69,0.9090909090909091,1.7727272727272727,0.13636363636363635,0.0,0.18181818181818182,0.22727272727272727,0.0,0.13636363636363635,0.0,1.1818181818181819,0.6818181818181818,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0
36612,4.2,2.27,14.67,0.85,0.8695652173913043,1.826086956521739,0.13043478260869565,0.0,0.17391304347826086,0.21739130434782608,0.0,0.13043478260869565,0.0,1.2608695652173914,0.6521739130434783,0.0,0.17391304347826086,0.0,0.0,0.0,0.0,0.0
36612,4.4,2.36,14.66,-0.01,0.9166666666666666,1.875,0.125,0.0,0.16666666666666666,0.20833333333333334,0.0,0.125,0.0,1.375,0.6666666666666666,0.0,0.20833333333333334,0.0,0.0,0.0,0.0,0.0
36612,-1,2.23,13.58,-1.08,0.92,1.96,0.12,0.0,0.16,0.2,0.0,0.12,0.0,1.36,0.64,0.0,0.24,0.0,0.0,0.0,0.0,0.0
36612,9.8,2.52,15.17,1.59,0.9615384615384616,1.9230769230769231,0.15384615384615385,0.0,0.15384615384615385,0.23076923076923078,0.0,0.11538461538461539,0.0,1.3846153846153846,0.6153846153846154,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0
36728,-2.1,-2.1,3.46,-1.54,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
36775,2.8,2.8,5.91,0.91,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36775,3.5,3.15,7.0,1.09,0.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
36790,-0.8,-0.8,9.44,-2.56,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36790,1.8,0.5,9.63,0.19,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36790,0,0.33,8.89,-0.74,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36790,9.9,2.72,11.05,2.16,0.5,1.75,0.0,0.0,0.0,0.25,0.25,0.0,0.0,1.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36790,3.9,2.96,10.44,-0.61,1.0,1.4,0.0,0.0,0.0,0.2,0.2,0.0,0.0,1.2,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36790,6.5,3.55,10.93,0.49,1.0,1.8333333333333333,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,2.0,1.8333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0
36790,2.8,3.44,10.44,-0.49,1.1428571428571428,1.8571428571428572,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,2.0,1.8571428571428572,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0
36790,4.9,3.62,10.71,0.27,1.125,2.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0,2.25,2.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0
36790,4.1,3.67,10.85,0.14,1.2222222222222223,2.3333333333333335,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,2.3333333333333335,1.8888888888888888,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0
36790,2.4,3.54,10.53,-0.32,1.1,2.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,2.3,1.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0
36790,1.7,3.37,10.02,-0.51,1.0,1.9090909090909092,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,2.1818181818181817,1.7272727272727273,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0
36790,1.7,3.23,10.07,0.05,1.1666666666666667,1.75,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,2.0833333333333335,1.8333333333333333,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0
36790,3.3,3.24,10.34,0.27,1.0769230769230769,1.8461538461538463,0.07692307692307693,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,0.0,2.0,2.076923076923077,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0
36790,-2.1,2.86,9.36,-0.98,1.0,1.8571428571428572,0.07142857142857142,0.0,0.0,0.07142857142857142,0.07142857142857142,0.0,0.0,1.8571428571428572,2.142857142857143,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0
36790,-0.8,2.62,9.31,-0.05,0.9333333333333333,1.8,0.06666666666666667,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,1.7333333333333334,2.066666666666667,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0
36790,8.4,2.98,11.04,1.73,0.875,1.75,0.0625,0.0,0.0,0.0625,0.0625,0.0,0.0,2.0,2.125,0.0,0.0625,0.0,0.0,0.0,0.0,0.0
36790,-1.1,2.74,9.4,-1.64,0.9411764705882353,1.7058823529411764,0.058823529411764705,0.0,0.0,0.058823529411764705,0.058823529411764705,0.0,0.0,1.9411764705882353,2.176470588235294,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0
36790,6.2,2.93,10.56,1.16,0.8888888888888888,1.6666666666666667,0.05555555555555555,0.0,0.0,0.05555555555555555,0.05555555555555555,0.0,0.0,2.111111111111111,2.2777777777777777,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0
36790,-3.8,2.58,8.89,-1.67,0.8421052631578947,1.631578947368421,0.05263157894736842,0.0,0.0,0.05263157894736842,0.05263157894736842,0.0,0.0,2.0,2.3157894736842106,0.0,0.15789473684210525,0.0,0.0,0.0,0.0,0.0
36792,1.1,1.1,12.95,-3.05,4.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36792,-0.8,0.15,9.89,-3.06,2.5,1.5,0.0,0.0,0.0,0.5,0.0,1.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
